order_item_id,order_id,product_id,quantity,unit_price
131,220,537,1,29.0
132,220,2194,1,49.0
133,5574,2802,1,49.91
134,1965,4653,1,86.99
135,1965,1993,1,63.99
136,3408,4872,1,148.5
137,7879,3247,1,99.0
138,2375,2567,1,630.0
139,2375,2567,1,630.0
140,8900,3372,1,85.71
141,6389,5305,1,84.89
142,1211,1858,1,200.0
143,9602,614,1,58.99
144,942,3375,1,107.9
145,7602,2372,1,79.9
146,3663,3535,1,17.0
147,7146,519,1,30.0
148,7076,1998,1,159.9
149,1968,6351,1,54.9
150,4950,4124,1,78.0
151,823,305,1,118.99
152,6890,1863,1,179.9
153,6890,1863,1,179.9
154,3227,5287,1,65.0
155,7514,4259,1,124.9
156,3546,1767,1,44.5
157,3977,6415,1,48.9
158,4587,6537,1,156.99
159,6152,2491,1,65.5
160,7550,5176,1,1680.0
161,7550,5176,1,1680.0
162,7550,5176,1,1680.0
163,7550,5176,1,1680.0
164,7550,5176,1,1680.0
165,7550,5176,1,1680.0
166,7550,5176,1,1680.0
167,7550,5176,1,1680.0
168,2769,5056,1,110.0
169,2526,455,1,31.89
170,9159,1121,1,167.92
171,404,1893,1,90.0
172,9201,614,1,58.99
173,2270,1964,1,69.0
174,7367,3890,1,118.0
175,5210,4159,1,24.9
176,8275,490,1,89.18
177,68,4683,1,69.99
178,422,4760,1,89.9
179,2340,5296,1,27.99
180,5369,6626,1,109.9
181,8082,5199,1,144.99
182,3191,264,1,15.9
183,4853,5675,1,119.94
184,532,1779,1,467.0
185,532,1779,1,467.0
186,2761,6153,1,49.9
187,8532,4351,1,74.99
188,7876,3131,1,15.0
189,9214,6031,1,49.9
190,7986,5280,1,37.99
191,235,6554,1,63.99
192,3406,5025,1,668.0
193,3747,614,1,68.99
194,9764,5586,1,67.0
195,9412,512,1,62.0
196,9412,512,1,62.0
197,9412,512,1,62.0
198,9412,5808,1,48.0
199,9412,5808,1,48.0
200,9412,5808,1,48.0
201,9412,5808,1,48.0
202,9412,512,1,62.0
203,3547,3518,1,139.9
204,9084,1674,1,54.9
205,9927,2429,1,79.9
206,6902,2790,1,66.99
207,9129,158,1,59.9
208,1270,573,1,60.0
209,4334,146,1,115.0
210,5219,462,1,219.99
211,6570,3365,1,49.0
212,730,4657,1,246.9
213,1296,4952,1,206.67
214,6571,3558,1,128.9
215,9331,5616,1,49.0
216,2135,2203,1,24.99
217,3720,5621,1,150.0
218,2574,1441,1,124.9
219,4234,218,1,129.9
220,8158,1945,1,86.0
221,2028,3074,1,24.99
222,7159,6190,1,198.9
223,7239,4355,1,29.99
224,6345,375,1,49.9
225,2144,2584,1,29.9
226,9632,2061,1,69.99
227,2454,5152,1,10.18
228,4381,1565,1,26.0
229,8390,5532,1,49.95
230,8390,5532,1,49.95
231,2047,2900,1,103.99
232,8597,5244,1,154.99
233,125,2747,1,339.0
234,4102,3428,1,47.9
235,3758,2314,1,48.0
236,395,2176,1,209.5
237,7214,3216,1,35.0
238,4150,5443,1,269.0
239,3632,874,1,22.14
240,7935,1340,1,39.99
241,4306,2703,1,73.76
242,2995,1866,1,219.9
243,5682,5291,1,399.99
244,1464,2297,1,199.0
245,2369,6214,1,12.9
246,1915,3278,1,21.9
247,570,2663,1,125.62
248,5235,2950,1,599.9
249,1550,5729,1,119.0
250,3933,5136,1,259.99
251,1202,4509,1,49.9
252,4117,2929,1,89.9
253,4117,2929,1,89.9
254,4117,2929,1,89.9
255,4117,2929,1,89.9
256,5455,3550,1,32.76
257,6424,1357,1,119.4
258,205,2124,1,79.9
259,2910,146,1,110.0
260,5637,3730,1,149.9
261,8766,5534,1,322.0
262,7799,2991,1,119.48
263,9552,1530,1,84.99
264,7822,4246,1,82.0
265,1338,3640,1,134.0
266,2301,5909,1,84.44
267,9939,2622,1,32.5
268,318,1074,1,56.99
269,3420,342,1,149.9
270,8488,3720,1,75.0
271,7729,1594,1,17.9
272,5309,5741,1,467.0
273,1198,2802,1,49.9
274,713,327,1,45.8
275,713,327,1,45.8
276,7402,4424,1,13.65
277,6629,3359,1,31.0
278,6629,4260,1,31.0
279,6629,1339,1,39.99
280,709,6229,1,120.0
281,6642,3536,1,219.9
282,3682,6582,1,159.0
283,2693,4706,1,89.99
284,3916,6320,1,49.95
285,3956,3860,1,99.99
286,1554,6404,1,99.9
287,8367,2888,1,39.9
288,2977,5442,1,79.9
289,4707,3231,1,69.9
290,9026,880,1,52.9
291,4405,5989,1,191.0
292,712,4616,1,135.0
293,1126,2205,1,99.0
294,8406,2834,1,39.0
295,8406,3722,1,33.0
296,8406,3121,1,51.0
297,587,1301,1,535.9
298,5098,2561,1,99.99
299,8066,5204,1,107.9
300,1952,2410,1,179.0
301,5949,6019,1,117.3
302,2079,6353,1,44.9
303,6871,2600,1,65.9
304,8062,1388,1,18.9
305,2970,4297,1,94.0
306,2970,1398,1,88.0
307,351,5849,1,76.0
308,2449,2655,1,17.99
309,3604,2608,1,34.99
310,3734,2042,1,28.49
311,8675,3327,1,89.0
312,6687,4735,1,15.0
313,1047,2483,1,75.0
314,4323,1983,1,369.9
315,9014,3196,1,69.9
316,5332,328,1,167.68
317,970,700,1,42.99
318,8235,3246,1,325.0
319,5445,4828,1,22.9
320,5445,3827,1,12.9
321,9698,5636,1,35.0
322,407,41,1,56.99
323,5303,2790,1,66.99
324,2384,5910,1,149.9
325,684,2037,1,101.9
326,8904,5374,1,27.99
327,2182,5670,1,335.0
328,9776,1342,1,79.9
329,7954,4915,1,199.9
330,1584,4538,1,39.0
331,795,5706,1,189.9
332,2284,4070,1,219.0
333,8342,5156,1,239.9
334,8756,3599,1,94.9
335,7775,5738,1,49.9
336,3461,1751,1,76.9
337,3461,6475,1,76.9
338,8655,144,1,110.0
339,8692,3746,1,124.9
340,8540,614,1,58.99
341,9271,4287,1,25.0
342,6039,2549,1,56.9
343,6039,2549,1,56.9
344,9401,1300,1,29.9
345,690,4370,1,38.9
346,3654,4744,1,66.0
347,5410,5362,1,86.99
348,4777,2857,1,99.9
349,5080,3223,1,319.0
350,7870,1212,1,6735.0
351,7188,3707,1,115.9
352,5618,6507,1,99.9
353,3080,2235,1,119.0
354,6410,6073,1,17.8
355,6410,6073,1,17.8
356,783,291,1,990.0
357,6059,288,1,72.9
358,5282,3860,1,99.99
359,9262,4861,1,112.99
360,1492,318,1,238.0
361,5989,5886,1,119.59
362,9377,1722,1,174.0
363,9377,1722,1,174.0
364,1241,2572,1,96.0
365,5108,2796,1,44.99
366,5568,146,1,99.9
367,9519,1729,1,49.95
368,7476,2793,1,49.9
369,2592,3994,1,69.99
370,7013,31,1,27.99
371,4971,103,1,69.0
372,4971,103,1,69.0
373,4971,103,1,69.0
374,6717,1420,1,29.9
375,4687,5335,1,99.99
376,516,4,1,139.9
377,516,5523,1,52.3
378,516,5523,1,52.3
379,2964,2622,1,36.2
380,5370,1701,1,139.99
381,2711,5527,1,24.9
382,2711,5527,1,24.9
383,2711,5527,1,24.9
384,4888,4532,1,89.9
385,9852,864,1,57.9
386,7132,6587,1,18.0
387,7952,6078,1,1300.0
388,5775,5621,1,150.0
389,9963,5870,1,109.0
390,6635,2275,1,46.9
391,1864,4477,1,36.99
392,9539,3156,1,213.0
393,1532,639,1,110.32
394,2802,2914,1,211.91
395,7691,3686,1,29.0
396,9734,2673,1,69.9
397,2825,3098,1,29.99
398,2825,3098,1,29.99
399,2825,3098,1,29.99
400,2825,3098,1,29.99
401,3401,6377,1,116.9
402,3401,2587,1,116.9
403,6831,1449,1,329.9
404,8028,5957,1,148.0
405,6393,5332,1,32.99
406,2083,5517,1,54.99
407,2084,897,1,69.9
408,674,1480,1,39.0
409,150,3196,1,69.9
410,1508,6356,1,178.0
411,9605,6518,1,59.9
412,9605,6518,1,59.9
413,3516,2811,1,37.49
414,5711,5616,1,49.0
415,6018,1119,1,30.5
416,3648,2768,1,56.9
417,2601,2889,1,219.9
418,1082,3243,1,59.9
419,4911,6136,1,25.6
420,2001,3563,1,69.9
421,6198,2639,1,45.0
422,5106,651,1,95.0
423,8383,4711,1,98.9
424,4791,5910,1,149.9
425,586,2389,1,49.9
426,586,5333,1,40.9
427,1024,776,1,249.0
428,3246,6344,1,79.9
429,4008,6326,1,25.99
430,7958,2417,1,109.9
431,6357,1263,1,119.9
432,3081,4343,1,127.48
433,6971,566,1,82.8
434,7171,2493,1,119.99
435,2054,6092,1,730.0
436,452,5311,1,15.49
437,7850,4561,1,52.64
438,9147,5520,1,239.9
439,4693,1758,1,94.9
440,1132,4266,1,16.9
441,3160,5312,1,28.78
442,9082,244,1,70.0
443,9256,1028,1,12.49
444,7102,3435,1,99.0
445,6898,4705,1,37.99
446,248,932,1,53.9
447,5293,5958,1,105.0
448,4535,2673,1,69.9
449,9255,5643,1,28.9
450,2032,1958,1,199.99
451,4023,1559,1,415.9
452,1498,3805,1,364.0
453,2113,908,1,41.9
454,3808,416,1,29.9
455,3353,2673,1,69.9
456,4194,424,1,58.0
457,4194,3090,1,55.0
458,4194,4938,1,29.9
459,6455,757,1,24.0
460,3971,3538,1,129.0
461,3971,4608,1,55.0
462,7804,1248,1,39.9
463,4945,4472,1,24.99
464,6947,2691,1,145.35
465,9337,1979,1,390.0
466,8813,4938,1,29.9
467,7892,5329,1,399.99
468,3506,6153,1,49.0
469,7546,5477,1,124.9
470,2478,5932,1,89.9
471,5788,2365,1,15.0
472,6397,1232,1,24.0
473,42,2066,1,29.9
474,6585,6227,1,19.99
475,1571,5903,1,33.0
476,7765,1717,1,169.9
477,8247,2539,1,34.9
478,6227,4722,1,56.99
479,5345,5750,1,89.0
480,5756,1277,1,99.99
481,2317,6498,1,20.3
482,2317,1946,1,27.3
483,2317,3126,1,27.3
484,5450,2419,1,20.0
485,6932,1777,1,39.9
486,7103,3623,1,44.4
487,463,1596,1,29.9
488,1939,4548,1,209.0
489,1939,4548,1,209.0
490,8185,1096,1,12.25
491,9636,1482,1,99.9
492,7506,5780,1,20.9
493,794,4008,1,34.75
494,9435,3032,1,99.9
495,4275,6509,1,46.0
496,8819,1406,1,74.39
497,8693,1603,1,22.8
498,4995,5958,1,108.0
499,5847,4333,1,139.9
500,5350,6640,1,34.99
501,3836,3875,1,92.9
502,7867,5216,1,499.99
503,6381,6162,1,189.0
504,3099,3289,1,119.99
505,3622,5088,1,49.0
506,4122,1861,1,29.9
507,5216,1061,1,18.9
508,886,5040,1,129.9
509,7219,6349,1,47.9
510,2354,6365,1,109.0
511,7869,3881,1,998.9
512,3564,3809,1,29.97
513,2327,5931,1,200.0
514,6258,3584,1,849.0
515,7629,6157,1,479.99
516,8105,4676,1,105.99
517,8105,4676,1,105.99
518,956,2673,1,69.9
519,3295,568,1,28.9
520,8510,5156,1,170.0
521,9866,2012,1,72.0
522,8707,2179,1,39.0
523,6265,3751,1,138.9
524,8248,6394,1,42.0
525,9671,4283,1,29.99
526,3106,5436,1,108.12
527,7119,146,1,99.9
528,2591,5434,1,99.99
529,7717,6277,1,115.96
530,4774,1545,1,19.9
531,2535,2348,1,129.99
532,8071,6346,1,24.99
533,8071,6346,1,24.99
534,270,3009,1,27.9
535,270,3443,1,24.9
536,270,3009,1,27.9
537,2898,5508,1,248.99
538,5285,1715,1,59.99
539,9850,932,1,49.9
540,3332,6281,1,19.49
541,2505,2946,1,152.72
542,3964,6564,1,180.5
543,8633,5452,1,139.99
544,374,1067,1,14.9
545,5896,1697,1,29.99
546,5517,4530,1,159.0
547,5515,820,1,29.9
548,5515,820,1,29.9
549,5700,2441,1,29.9
550,7318,5616,1,49.0
551,4347,3018,1,69.99
552,6829,6468,1,20.9
553,8137,257,1,16.77
554,6844,1476,1,110.32
555,9461,2960,1,24.99
556,3552,1300,1,29.9
557,7842,727,1,309.9
558,9382,218,1,149.0
559,2024,1825,1,13.99
560,7163,2526,1,87.0
561,6841,3856,1,99.0
562,4427,4812,1,46.9
563,3366,907,1,58.9
564,3323,4581,1,94.0
565,7122,2138,1,59.9
566,5783,4142,1,88.34
567,7078,827,1,99.9
568,6968,6415,1,48.9
569,4108,614,1,58.99
570,479,4358,1,49.9
571,1433,5958,1,108.0
572,2469,782,1,15.99
573,3674,6032,1,199.9
574,673,1943,1,99.9
575,8600,4450,1,25.9
576,3404,2265,1,249.65
577,4639,657,1,43.99
578,8702,255,1,30.21
579,6833,4514,1,85.99
580,7647,1023,1,112.0
581,3797,4223,1,68.99
582,3997,5630,1,215.0
583,6126,2790,1,66.99
584,3707,6243,1,29.9
585,5095,2802,1,53.9
586,9577,5528,1,609.0
587,9170,4360,1,99.0
588,5310,1458,1,69.0
589,7357,3805,1,349.9
590,8636,4757,1,8.99
591,6294,2164,1,59.9
592,279,3779,1,159.9
593,7265,4470,1,149.0
594,7265,4470,1,149.0
595,8955,4685,1,284.0
596,8358,4013,1,133.6
597,8358,6662,1,133.6
598,280,2722,1,157.0
599,2417,3994,1,59.99
600,7508,4583,1,17.5
601,4058,1565,1,26.0
602,4745,6191,1,219.0
603,6046,6385,1,65.5
604,6046,6385,1,65.5
605,3801,2656,1,76.1
606,9710,3246,1,325.0
607,8394,3952,1,53.99
608,1882,205,1,188.0
609,982,6346,1,24.99
610,982,6346,1,24.99
611,7824,3246,1,330.0
612,2966,1671,1,139.0
613,4410,3002,1,61.9
614,4410,3002,1,61.9
615,4410,5284,1,74.9
616,183,2362,1,65.0
617,2617,1050,1,39.95
618,8561,2435,1,39.99
619,4013,2372,1,79.9
620,868,3351,1,263.99
621,5720,4499,1,22.9
622,7805,5888,1,59.9
623,8781,2022,1,14.6
624,7626,314,1,198.9
625,5461,1266,1,29.9
626,4734,2234,1,89.0
627,4346,2307,1,159.49
628,4829,2653,1,109.9
629,9989,5942,1,75.0
630,8857,3776,1,105.0
631,3942,5337,1,148.0
632,8288,414,1,21.52
633,949,4464,1,39.9
634,4325,4810,1,34.54
635,7222,3005,1,299.99
636,6016,5111,1,949.9
637,3380,3948,1,45.9
638,9121,3724,1,27.3
639,3902,1376,1,14.99
640,4548,3604,1,24.9
641,8399,2921,1,90.0
642,4157,5360,1,226.95
643,8103,1646,1,169.9
644,9370,2679,1,349.0
645,8608,2435,1,45.95
646,6719,4628,1,79.9
647,3280,648,1,369.0
648,9576,1129,1,77.0
649,9750,528,1,54.9
650,4092,742,1,44.9
651,2147,1945,1,86.9
652,7784,1396,1,1693.0
653,7784,484,1,34.0
654,2935,3366,1,110.89
655,4942,5823,1,17.99
656,111,1705,1,334.98
657,9796,3739,1,56.99
658,8131,2005,1,49.95
659,1491,691,1,139.0
660,778,3779,1,134.9
661,4074,6231,1,5.85
662,4074,6231,1,5.85
663,7490,6210,1,110.0
664,5507,6663,1,49.99
665,8614,735,1,73.02
666,3886,2736,1,99.9
667,3071,6346,1,24.99
668,2539,608,1,299.0
669,5586,2900,1,103.8
670,3587,3077,1,18.0
671,3587,3077,1,18.0
672,4232,5920,1,95.2
673,8762,2110,1,55.0
674,552,3587,1,185.49
675,9021,2172,1,89.9
676,8673,614,1,58.99
677,5424,3247,1,99.0
678,5608,5931,1,200.0
679,8866,3372,1,85.71
680,4923,1239,1,19.9
681,4923,1239,1,19.9
682,3162,1786,1,99.9
683,4071,1009,1,74.99
684,4071,3614,1,69.9
685,1264,5958,1,108.0
686,3958,932,1,59.9
687,4284,5516,1,169.9
688,6179,4478,1,29.99
689,4256,3890,1,148.0
690,5652,4627,1,16.0
691,8455,4194,1,79.99
692,1437,6510,1,56.99
693,9549,1485,1,59.9
694,3667,1750,1,364.98
695,5978,1847,1,65.99
696,3115,4458,1,19.99
697,8439,6019,1,117.3
698,7245,288,1,72.9
699,6077,342,1,149.9
700,5557,6643,1,54.9
701,8883,4696,1,59.9
702,9127,2799,1,74.9
703,6387,6634,1,60.0
704,6564,557,1,143.99
705,128,5883,1,42.0
706,2400,563,1,98.9
707,3482,399,1,130.0
708,3925,6462,1,81.9
709,367,2768,1,56.9
710,8927,6580,1,264.0
711,1200,1153,1,110.0
712,4881,3949,1,34.9
713,8551,3390,1,19.9
714,8551,3390,1,19.9
715,840,6151,1,99.9
716,7310,2783,1,72.9
717,9452,4201,1,174.0
718,7756,3020,1,7.0
719,1768,4350,1,79.0
720,749,1044,1,106.0
721,8677,4902,1,139.0
722,1259,1611,1,156.45
723,6069,3124,1,49.9
724,6069,3124,1,49.9
725,8629,381,1,139.4
726,9922,5502,1,59.9
727,6734,194,1,25.99
728,5575,2879,1,59.99
729,5387,3238,1,168.0
730,9509,6470,1,135.9
731,7445,270,1,454.0
732,8212,1945,1,89.9
733,9413,5087,1,15.0
734,1285,4963,1,49.99
735,2750,5947,1,309.9
736,7213,4272,1,529.0
737,2386,1756,1,59.9
738,5763,4222,1,89.9
739,9080,6226,1,139.9
740,6240,1506,1,14.9
741,3896,5634,1,25.5
742,7400,2359,1,539.9
743,2414,2843,1,130.0
744,2414,3488,1,130.0
745,7635,529,1,179.9
746,6239,3378,1,34.9
747,9163,3602,1,49.9
748,9163,4882,1,49.9
749,987,5581,1,37.88
750,430,5942,1,85.0
751,5132,2717,1,34.9
752,4999,4511,1,49.9
753,768,5740,1,39.0
754,491,5441,1,119.99
755,2813,5617,1,189.0
756,6003,5485,1,118.0
757,9223,4881,1,23.7
758,9223,4881,1,23.7
759,7605,1722,1,189.9
760,2266,4553,1,149.99
761,7424,4988,1,49.99
762,7424,4988,1,49.99
763,2097,1803,1,519.0
764,3074,6503,1,80.0
765,927,3011,1,67.99
766,5697,1945,1,79.9
767,3204,6030,1,24.9
768,6781,4627,1,16.0
769,1405,1277,1,99.99
770,6730,5616,1,49.0
771,3180,3524,1,269.9
772,7414,2432,1,79.0
773,1613,2790,1,66.99
774,5253,6531,1,69.9
775,1213,6059,1,59.9
776,3063,1064,1,155.6
777,3063,1064,1,155.6
778,3063,1064,1,155.6
779,4003,88,1,69.0
780,5744,4612,1,22.5
781,7636,811,1,129.9
782,5904,6518,1,49.9
783,5904,6518,1,49.9
784,9679,6052,1,54.9
785,2583,2333,1,54.9
786,6876,3942,1,139.99
787,5324,4545,1,49.9
788,6006,5005,1,179.0
789,6006,1671,1,149.0
790,429,5098,1,265.0
791,5501,3106,1,43.0
792,4209,6518,1,49.0
793,3220,2388,1,149.0
794,4623,999,1,73.35
795,9771,3159,1,7.9
796,9771,3159,1,7.9
797,3998,2383,1,90.0
798,8441,444,1,25.0
799,372,6286,1,85.05
800,186,2475,1,199.0
801,7261,3860,1,99.99
802,7570,1427,1,75.9
803,7570,2754,1,79.9
804,519,1337,1,49.0
805,3132,1375,1,159.99
806,5146,5356,1,849.99
807,2353,4101,1,99.9
808,4764,594,1,24.9
809,8998,2531,1,284.0
810,3212,3952,1,53.99
811,5050,5096,1,169.9
812,5050,5096,1,169.9
813,7474,805,1,69.0
814,8250,2885,1,110.32
815,8250,2885,1,110.32
816,2689,1794,1,51.98
817,3165,329,1,113.0
818,4702,2601,1,39.9
819,4702,2601,1,39.9
820,5225,4344,1,19.9
821,2334,880,1,52.9
822,6143,1177,1,449.0
823,2536,5060,1,24.99
824,9890,935,1,189.9
825,3541,2073,1,62.99
826,1116,4827,1,450.0
827,531,2387,1,28.9
828,36,2554,1,171.9
829,4759,5087,1,15.0
830,283,1541,1,119.9
831,7166,1738,1,99.9
832,8835,2671,1,61.8
833,5816,533,1,309.0
834,309,4303,1,34.0
835,7173,2225,1,69.88
836,7173,2225,1,69.88
837,3213,2712,1,19.0
838,5484,2435,1,38.79
839,3755,1391,1,11.2
840,6592,5173,1,650.0
841,3187,3590,1,56.97
842,5018,4968,1,26.4
843,882,2889,1,212.0
844,6127,1880,1,23.8
845,6127,1880,1,23.8
846,9612,381,1,139.4
847,3394,3126,1,27.3
848,2436,1713,1,69.99
849,5065,6317,1,69.49
850,4789,5831,1,44.9
851,4537,2746,1,45.0
852,6355,4030,1,98.9
853,6038,1138,1,31.9
854,4266,2650,1,274.95
855,501,5616,1,49.0
856,6274,6601,1,14.9
857,1623,4394,1,69.0
858,1279,1308,1,8.7
859,7937,5846,1,299.9
860,1916,5095,1,89.18
861,6903,6441,1,149.0
862,5605,2936,1,69.9
863,5605,2936,1,69.9
864,6953,487,1,99.9
865,3806,1074,1,56.99
866,9405,3137,1,349.0
867,1556,1765,1,15.45
868,1556,1765,1,15.45
869,6669,1251,1,80.0
870,6553,1958,1,199.99
871,2494,6220,1,29.9
872,1147,6158,1,29.9
873,4035,880,1,52.9
874,3299,1498,1,39.9
875,5476,3548,1,126.49
876,4624,2281,1,689.89
877,1638,2927,1,87.99
878,2994,1707,1,29.88
879,5784,5593,1,74.9
880,2648,1540,1,82.0
881,2086,809,1,49.0
882,9356,1195,1,89.99
883,1547,5910,1,149.9
884,1547,5910,1,149.9
885,4908,3948,1,45.9
886,4908,3948,1,45.9
887,9392,4110,1,82.0
888,1603,5709,1,279.9
889,8595,1997,1,914.65
890,9386,4416,1,199.0
891,2985,710,1,54.4
892,3984,1108,1,209.0
893,8794,6191,1,239.0
894,1374,510,1,109.9
895,4805,3167,1,89.9
896,1339,152,1,44.99
897,6640,5983,1,83.0
898,6661,3120,1,45.9
899,1590,5369,1,109.9
900,6308,4995,1,49.95
901,9773,2673,1,69.9
902,9773,2673,1,69.9
903,8164,541,1,119.9
904,3148,168,1,95.15
905,5238,2673,1,75.0
906,3545,3118,1,169.0
907,6791,4144,1,299.0
908,3093,5804,1,40.8
909,3308,3891,1,79.0
910,7388,2896,1,119.85
911,9054,146,1,109.99
912,1250,5343,1,69.0
913,3816,20,1,99.88
914,7622,3714,1,24.9
915,8446,2248,1,53.0
916,1389,1226,1,144.99
917,6622,4093,1,689.0
918,2945,726,1,175.0
919,7391,88,1,69.0
920,8650,709,1,165.0
921,7194,599,1,56.99
922,7645,53,1,55.0
923,7645,53,1,55.0
924,8695,300,1,159.0
925,3873,3718,1,139.9
926,9554,2766,1,166.99
927,9070,772,1,175.0
928,4422,3299,1,299.0
929,4126,3168,1,159.9
930,1525,4963,1,49.99
931,5158,1891,1,99.99
932,8072,496,1,69.9
933,8604,1897,1,59.9
934,7868,6150,1,319.9
935,6519,1518,1,39.9
936,6089,785,1,22.32
937,7825,4293,1,47.99
938,9049,5957,1,148.0
939,4139,5134,1,449.9
940,3158,226,1,34.99
941,4029,5190,1,35.9
942,528,149,1,42.99
943,2554,4125,1,48.0
944,6360,2274,1,24.9
945,6360,40,1,24.9
946,6360,5647,1,24.9
947,1322,1714,1,29.9
948,6551,3246,1,330.0
949,6753,4814,1,14.99
950,3911,2723,1,189.99
951,4047,6090,1,256.0
952,9881,563,1,99.9
953,2022,346,1,23.99
954,3302,6489,1,33.0
955,8808,2889,1,219.9
956,7093,1006,1,99.9
957,4729,6098,1,99.99
958,7090,5132,1,55.99
959,7090,5132,1,55.99
960,7148,4383,1,108.54
961,4154,2055,1,23.9
962,8879,43,1,95.03
963,9790,3409,1,750.0
964,2950,321,1,69.9
965,299,3613,1,39.99
966,4562,48,1,99.99
967,3983,5910,1,149.9
968,9393,4640,1,24.99
969,8805,4375,1,59.9
970,8805,4375,1,59.9
971,502,5915,1,299.0
972,1362,5911,1,38.5
973,6268,5647,1,24.9
974,6268,5647,1,24.9
975,9283,6543,1,199.99
976,861,6539,1,64.9
977,875,1945,1,86.9
978,3878,4255,1,16.99
979,2010,5733,1,159.0
980,3596,5005,1,179.0
981,4010,3805,1,349.9
982,8380,6134,1,74.7
983,3927,4932,1,79.5
984,2373,2205,1,89.0
985,6068,6360,1,114.9
986,2031,1522,1,279.0
987,4504,6477,1,36.9
988,5579,6166,1,69.0
989,8001,1938,1,28.9
990,8001,1938,1,28.9
991,8001,1938,1,28.9
992,8310,5315,1,35.99
993,2990,5524,1,39.9
994,2990,5524,1,39.9
995,2990,5524,1,39.9
996,5925,1373,1,90.0
997,984,5929,1,108.9
998,9868,1058,1,101.62
999,8920,1673,1,109.9
1000,5889,1945,1,89.9
1001,4239,248,1,86.5
1002,3953,3297,1,210.0
1003,8178,5258,1,29.99
1004,5454,3257,1,79.08
1005,3330,156,1,36.99
1006,7981,302,1,119.9
1007,2406,5455,1,59.0
1008,336,1345,1,26.9
1009,3497,1600,1,180.0
1010,3497,1600,1,180.0
1011,3497,1600,1,180.0
1012,3497,1600,1,180.0
