customer_id,customer_name,city,state,signup_date
223,Customer #223,Sao Paulo,SP,2018-01-05
224,Customer #224,Joinville,SC,2017-12-15
225,Customer #225,Sao Paulo,SP,2018-05-07
226,Customer #226,Rio De Janeiro,RJ,2017-03-05
227,Customer #227,Biguacu,SC,2017-11-29
228,Customer #228,Betim,MG,2017-11-27
229,Customer #229,Patos De Minas,MG,2018-04-11
230,Customer #230,Carapicuiba,SP,2017-10-17
231,Customer #231,Sao Roque,SP,2017-10-26
232,Customer #232,Rio De Janeiro,RJ,2018-02-20
233,Customer #233,Campo Grande,MS,2017-07-11
234,Customer #234,Itapevi,SP,2017-06-10
235,Customer #235,Rio De Janeiro,RJ,2018-04-15
236,Customer #236,Aguas Da Prata,SP,2018-02-14
237,Customer #237,Salvador,BA,2018-07-14
238,Customer #238,Santo Andre,SP,2017-11-06
239,Customer #239,Sao Paulo,SP,2018-02-11
240,Customer #240,Aparecida De Goiania,GO,2017-12-27
241,Customer #241,Porto Alegre,RS,2017-11-21
242,Customer #242,Tapiratiba,SP,2018-06-07
243,Customer #243,Sao Paulo,SP,2018-08-14
244,Customer #244,Sao Paulo,SP,2018-06-11
245,Customer #245,Rio De Janeiro,RJ,2017-11-26
246,Customer #246,Salvador,BA,2017-10-04
247,Customer #247,Fortaleza,CE,2017-09-19
248,Customer #248,Porto Alegre,RS,2018-04-11
249,Customer #249,Chui,RS,2017-02-15
250,Customer #250,Caieiras,SP,2017-05-03
251,Customer #251,Sao Paulo,SP,2018-06-18
252,Customer #252,Salvador,BA,2018-06-12
253,Customer #253,Campinas,SP,2018-07-18
254,Customer #254,Reserva,PR,2018-04-02
255,Customer #255,Rio De Janeiro,RJ,2018-02-19
256,Customer #256,Sao Paulo,SP,2018-06-15
257,Customer #257,Sao Jose Dos Campos,SP,2018-05-02
258,Customer #258,Caldas Novas,GO,2017-12-18
259,Customer #259,Rio De Janeiro,RJ,2017-05-19
260,Customer #260,Guarulhos,SP,2018-03-24
261,Customer #261,Sao Paulo,SP,2018-01-07
262,Customer #262,Sao Paulo,SP,2018-08-11
263,Customer #263,Volta Redonda,RJ,2018-01-15
264,Customer #264,Rio De Janeiro,RJ,2017-10-27
265,Customer #265,Matozinhos,MG,2017-07-21
266,Customer #266,Joao Pessoa,PB,2018-03-08
267,Customer #267,Santos,SP,2017-05-24
268,Customer #268,Brasilia,DF,2018-03-02
269,Customer #269,Atibaia,SP,2018-01-13
270,Customer #270,Sao Jose Do Rio Preto,SP,2017-07-03
271,Customer #271,Campos Dos Goytacazes,RJ,2018-05-17
272,Customer #272,Cotia,SP,2017-08-29
273,Customer #273,Sao Paulo,SP,2018-05-20
274,Customer #274,Atibaia,SP,2018-01-18
275,Customer #275,Sao Jose Dos Campos,SP,2018-05-31
276,Customer #276,Sao Paulo,SP,2017-02-11
277,Customer #277,Passos,MG,2018-03-29
278,Customer #278,Curitiba,PR,2017-03-08
279,Customer #279,Belem,PA,2018-01-09
280,Customer #280,Osasco,SP,2017-08-18
281,Customer #281,Sao Paulo,SP,2018-03-24
282,Customer #282,Rio De Janeiro,RJ,2017-04-09
283,Customer #283,Salgueiro,PE,2017-08-22
284,Customer #284,Recife,PE,2017-03-20
285,Customer #285,Rio De Janeiro,RJ,2017-12-29
286,Customer #286,Diadema,SP,2017-10-10
287,Customer #287,Santo Andre,SP,2018-03-14
288,Customer #288,Petropolis,RJ,2018-04-20
289,Customer #289,Porto Alegre,RS,2018-08-06
290,Customer #290,Sao Paulo,SP,2017-12-11
291,Customer #291,Taua,CE,2017-09-27
292,Customer #292,Belford Roxo,RJ,2017-12-06
293,Customer #293,Belo Horizonte,MG,2017-08-11
294,Customer #294,Franco Da Rocha,SP,2018-06-13
295,Customer #295,Porto Alegre,RS,2017-09-23
296,Customer #296,Jaboatao Dos Guararapes,PE,2018-08-15
297,Customer #297,Florianopolis,SC,2017-07-26
298,Customer #298,Sao Goncalo,RJ,2017-03-23
299,Customer #299,Sao Jose Dos Campos,SP,2018-05-02
300,Customer #300,Cajamar,SP,2018-04-16
301,Customer #301,Nova Iguacu,RJ,2018-03-19
302,Customer #302,Valinhos,SP,2017-04-10
303,Customer #303,Rio De Janeiro,RJ,2017-04-05
304,Customer #304,Salvador,BA,2017-10-27
305,Customer #305,Santos,SP,2018-02-15
306,Customer #306,Itabira,MG,2017-01-20
307,Customer #307,Santos,SP,2018-03-19
308,Customer #308,Sao Sebastiao,SP,2018-06-23
309,Customer #309,Natal,RN,2017-12-29
310,Customer #310,Sao Paulo,SP,2017-02-17
311,Customer #311,Sao Paulo,SP,2017-03-04
312,Customer #312,Suzano,SP,2017-12-17
313,Customer #313,Tabapua,SP,2018-02-23
314,Customer #314,Brasilia,DF,2017-02-06
315,Customer #315,Niteroi,RJ,2018-03-08
316,Customer #316,Rio De Janeiro,RJ,2018-08-26
317,Customer #317,Sao Paulo,SP,2018-01-27
318,Customer #318,Candido Sales,BA,2017-07-22
319,Customer #319,Petrolina,PE,2017-05-07
320,Customer #320,Barra Do Pirai,RJ,2017-03-28
321,Customer #321,Osasco,SP,2018-04-09
322,Customer #322,Piracicaba,SP,2018-01-03
323,Customer #323,Boa Vista Do Gurupi,MA,2017-12-14
324,Customer #324,Barueri,SP,2018-03-22
325,Customer #325,Vitoria,ES,2018-04-01
326,Customer #326,Ibate,SP,2018-07-11
327,Customer #327,Sumare,SP,2018-04-23
328,Customer #328,Sao Jose Do Rio Preto,SP,2017-07-17
329,Customer #329,Americana,SP,2018-08-17
330,Customer #330,Sao Paulo,SP,2018-03-02
331,Customer #331,Fortaleza,CE,2017-04-10
332,Customer #332,Sao Paulo,SP,2017-04-27
333,Customer #333,Fortaleza,CE,2018-01-12
334,Customer #334,Uberlandia,MG,2017-06-01
335,Customer #335,Indaiatuba,SP,2018-03-17
336,Customer #336,Itajai,SC,2017-08-06
337,Customer #337,Jequie,BA,2017-06-13
338,Customer #338,Francisco Morato,SP,2017-08-17
339,Customer #339,Balneario Camboriu,SC,2018-08-02
340,Customer #340,Carlos Chagas,MG,2017-06-30
341,Customer #341,Rio De Janeiro,RJ,2018-07-31
342,Customer #342,Sao Paulo,SP,2018-08-01
343,Customer #343,Rio De Janeiro,RJ,2018-03-05
344,Customer #344,Lindoia Do Sul,SC,2018-04-29
345,Customer #345,Marilia,SP,2018-01-28
346,Customer #346,Osasco,SP,2018-08-14
347,Customer #347,Itajuba,MG,2017-09-30
348,Customer #348,Rio De Janeiro,RJ,2017-11-24
349,Customer #349,Belo Horizonte,MG,2018-08-01
350,Customer #350,Sao Paulo,SP,2018-04-12
351,Customer #351,Marau,RS,2018-02-14
352,Customer #352,Porto Alegre,RS,2018-02-05
353,Customer #353,Campo Mourao,PR,2017-07-01
354,Customer #354,Mongagua,SP,2018-07-23
355,Customer #355,Rio Novo Do Sul,ES,2018-07-01
356,Customer #356,Guara,SP,2018-01-13
357,Customer #357,Sao Paulo,SP,2018-04-26
358,Customer #358,Campinas,SP,2017-01-26
359,Customer #359,Sao Paulo,SP,2018-08-08
360,Customer #360,Sao Paulo,SP,2018-01-16
361,Customer #361,Florianopolis,SC,2018-04-21
362,Customer #362,Serra,ES,2018-02-09
363,Customer #363,Campo Grande,MS,2017-06-04
364,Customer #364,Ananindeua,PA,2018-02-18
365,Customer #365,Ituverava,SP,2018-03-22
366,Customer #366,Anapolis,GO,2017-12-15
367,Customer #367,Sao Paulo,SP,2018-06-22
368,Customer #368,Sao Paulo,SP,2017-08-21
369,Customer #369,Sao Paulo,SP,2018-08-05
370,Customer #370,Petropolis,RJ,2017-11-24
371,Customer #371,Cruz Das Almas,BA,2017-07-30
372,Customer #372,Porto Alegre,RS,2018-02-04
373,Customer #373,Curitiba,PR,2017-10-30
374,Customer #374,Sao Paulo,SP,2018-08-28
375,Customer #375,Ipameri,GO,2018-08-10
376,Customer #376,Ivoti,RS,2017-11-24
377,Customer #377,Santo Andre,SP,2017-03-06
378,Customer #378,Pelotas,RS,2017-12-05
379,Customer #379,Caldas Novas,GO,2017-12-31
380,Customer #380,Guarulhos,SP,2018-06-12
381,Customer #381,Uberaba,MG,2017-07-21
382,Customer #382,Rio De Janeiro,RJ,2018-03-19
383,Customer #383,Sao Goncalo,RJ,2018-02-20
384,Customer #384,Arroio Do Sal,RS,2017-08-24
385,Customer #385,Sao Lourenco Da Mata,PE,2018-06-16
386,Customer #386,Votorantim,SP,2017-04-22
387,Customer #387,Belo Horizonte,MG,2018-03-05
388,Customer #388,Sao Goncalo,RJ,2018-07-28
389,Customer #389,Tatui,SP,2018-05-11
390,Customer #390,Votuporanga,SP,2018-05-16
391,Customer #391,Itapira,SP,2017-07-03
392,Customer #392,Cascavel,PR,2018-04-06
393,Customer #393,Jaboatao Dos Guararapes,PE,2018-07-26
394,Customer #394,Salvador,BA,2017-07-11
395,Customer #395,Joinville,SC,2017-03-15
396,Customer #396,Sao Paulo,SP,2018-03-18
397,Customer #397,Vargem Grande Paulista,SP,2018-08-18
398,Customer #398,Campinas,SP,2017-11-05
399,Customer #399,Mogi Das Cruzes,SP,2018-01-05
400,Customer #400,Nova Friburgo,RJ,2018-03-27
401,Customer #401,Sao Miguel Do Oeste,SC,2017-07-06
402,Customer #402,Campinas,SP,2017-09-17
403,Customer #403,Betim,MG,2018-02-02
404,Customer #404,Sao Paulo,SP,2018-04-19
405,Customer #405,Rio De Janeiro,RJ,2018-04-01
406,Customer #406,Recife,PE,2018-03-11
407,Customer #407,Belem,PA,2017-06-12
408,Customer #408,Ipaussu,SP,2017-12-29
409,Customer #409,Sao Paulo,SP,2018-03-05
410,Customer #410,Santana De Parnaiba,SP,2017-12-31
411,Customer #411,Tubarao,SC,2017-10-24
412,Customer #412,Rio De Janeiro,RJ,2017-06-15
413,Customer #413,Monte Alegre De Minas,MG,2018-08-02
414,Customer #414,Sao Paulo,SP,2017-11-17
415,Customer #415,Atibaia,SP,2018-08-07
416,Customer #416,Dois Irmaos Do Buriti,MS,2018-07-20
417,Customer #417,Sao Jose,SC,2017-09-01
418,Customer #418,Brasilia,DF,2017-03-05
419,Customer #419,Niteroi,RJ,2018-07-19
420,Customer #420,Sao Paulo,SP,2018-05-08
421,Customer #421,Londrina,PR,2017-06-04
422,Customer #422,Rio De Janeiro,RJ,2018-04-22
423,Customer #423,Sao Paulo,SP,2018-03-28
424,Customer #424,Belo Horizonte,MG,2017-08-02
425,Customer #425,Paty Do Alferes,RJ,2017-09-11
426,Customer #426,Visconde Do Rio Branco,MG,2018-06-13
427,Customer #427,Betim,MG,2017-10-10
428,Customer #428,Rio De Janeiro,RJ,2017-09-11
429,Customer #429,Ilheus,BA,2018-02-22
430,Customer #430,Sao Paulo,SP,2017-12-18
431,Customer #431,Piracicaba,SP,2017-12-16
432,Customer #432,Santo Amaro,BA,2018-02-15
433,Customer #433,Campinas,SP,2017-02-03
434,Customer #434,Sao Paulo,SP,2017-10-28
435,Customer #435,Uberlandia,MG,2018-01-11
436,Customer #436,Juiz De Fora,MG,2017-10-13
437,Customer #437,Joao Pessoa,PB,2017-10-14
438,Customer #438,Irai De Minas,MG,2018-07-23
439,Customer #439,Rio De Janeiro,RJ,2017-09-20
440,Customer #440,Hortolandia,SP,2017-07-21
441,Customer #441,Santo Andre,SP,2018-07-28
442,Customer #442,Feira De Santana,BA,2017-09-13
443,Customer #443,Sao Paulo,SP,2017-09-07
444,Customer #444,Botucatu,SP,2018-06-14
445,Customer #445,Goiania,GO,2017-07-30
446,Customer #446,Limeira,SP,2017-11-27
447,Customer #447,Cachoeirinha,RS,2017-10-27
448,Customer #448,Alegrete,RS,2017-05-27
449,Customer #449,Manaus,AM,2017-05-21
450,Customer #450,Lamim,MG,2018-07-31
451,Customer #451,Itapira,SP,2018-01-19
452,Customer #452,Sao Paulo,SP,2018-06-19
453,Customer #453,Cristais,MG,2017-07-05
454,Customer #454,Guarulhos,SP,2018-05-12
455,Customer #455,Sao Paulo,SP,2018-01-06
456,Customer #456,Sao Paulo,SP,2018-04-08
457,Customer #457,Atibaia,SP,2017-10-19
458,Customer #458,Varzea Grande,MT,2017-12-07
459,Customer #459,Salvador,BA,2018-05-05
460,Customer #460,Itajuba,MG,2018-03-10
461,Customer #461,Santos,SP,2017-07-16
462,Customer #462,Osasco,SP,2018-07-09
463,Customer #463,Montes Claros,MG,2018-07-16
464,Customer #464,Balsas,MA,2017-11-14
465,Customer #465,Sao Goncalo,RJ,2017-08-12
466,Customer #466,Santos Dumont,MG,2018-06-15
467,Customer #467,Juiz De Fora,MG,2018-03-19
468,Customer #468,Juiz De Fora,MG,2018-08-10
469,Customer #469,Sao Paulo,SP,2017-02-27
470,Customer #470,Praia Grande,SP,2017-09-18
471,Customer #471,Rio De Janeiro,RJ,2017-08-02
472,Customer #472,Sao Bernardo Do Campo,SP,2018-03-01
473,Customer #473,Iconha,ES,2018-01-26
474,Customer #474,Sao Paulo,SP,2018-02-23
475,Customer #475,Santa Rita Do Sapucai,MG,2018-05-12
476,Customer #476,Jundiai,SP,2017-03-13
477,Customer #477,Osasco,SP,2018-06-27
478,Customer #478,Lagoa Formosa,MG,2017-12-07
479,Customer #479,Piracicaba,SP,2017-03-06
480,Customer #480,Pato Branco,PR,2017-02-08
481,Customer #481,Guaratingueta,SP,2018-01-10
482,Customer #482,Curitiba,PR,2018-02-14
483,Customer #483,Jaboatao Dos Guararapes,PE,2018-07-18
484,Customer #484,Mimoso De Goias,GO,2018-08-05
485,Customer #485,Salvador,BA,2018-07-26
486,Customer #486,Jesupolis,GO,2017-09-05
487,Customer #487,Guarulhos,SP,2017-10-13
488,Customer #488,Osasco,SP,2017-09-29
489,Customer #489,Espigao Alto Do Iguacu,PR,2017-08-02
490,Customer #490,Sao Paulo,SP,2018-01-11
491,Customer #491,Belo Horizonte,MG,2017-06-07
492,Customer #492,Urutai,GO,2017-09-05
493,Customer #493,Vila Velha,ES,2017-09-25
494,Customer #494,Duque De Caxias,RJ,2018-05-11
495,Customer #495,Sao Jose Dos Campos,SP,2017-05-29
496,Customer #496,Sao Paulo,SP,2018-02-05
497,Customer #497,Taboao Da Serra,SP,2017-06-04
498,Customer #498,Varzea Grande,MT,2017-03-18
499,Customer #499,Presidente Venceslau,SP,2018-03-02
500,Customer #500,Divinopolis,MG,2018-01-23
501,Customer #501,Birigui,SP,2017-11-10
502,Customer #502,Rio Grande,RS,2017-10-22
503,Customer #503,Santa Cruz Do Capibaribe,PE,2017-11-17
504,Customer #504,Sao Paulo,SP,2018-01-02
505,Customer #505,Nova Iguacu,RJ,2017-05-02
506,Customer #506,Alfenas,MG,2017-11-09
507,Customer #507,Sao Paulo,SP,2017-07-08
508,Customer #508,Belem,PA,2018-04-23
509,Customer #509,Nilopolis,RJ,2017-10-21
510,Customer #510,Guarani,MG,2018-02-18
511,Customer #511,Florianopolis,SC,2017-11-13
512,Customer #512,Sao Luis,MA,2017-07-13
513,Customer #513,Sao Paulo,SP,2017-02-06
514,Customer #514,Rio De Janeiro,RJ,2017-07-04
515,Customer #515,Sao Jose Do Rio Preto,SP,2018-08-11
516,Customer #516,Balneario Camboriu,SC,2017-04-20
517,Customer #517,Garca,SP,2018-02-20
518,Customer #518,Passo Fundo,RS,2017-11-20
519,Customer #519,Guarei,SP,2017-05-01
520,Customer #520,Boa Vista,RR,2018-03-06
521,Customer #521,Teofilo Otoni,MG,2017-07-19
522,Customer #522,Curitiba,PR,2017-05-10
523,Customer #523,Guarulhos,SP,2018-05-19
524,Customer #524,Patos De Minas,MG,2017-12-18
525,Customer #525,Brasilia,DF,2017-09-12
526,Customer #526,Rio De Janeiro,RJ,2018-05-07
527,Customer #527,Capao Da Canoa,RS,2018-04-20
528,Customer #528,Nova Prata,RS,2017-06-26
529,Customer #529,Belford Roxo,RJ,2018-07-21
530,Customer #530,Andradas,MG,2018-05-03
531,Customer #531,Joao Monlevade,MG,2017-11-21
532,Customer #532,Barueri,SP,2018-04-03
533,Customer #533,Ribeirao Preto,SP,2018-01-21
534,Customer #534,Tres Coroas,RS,2018-07-20
535,Customer #535,Santos,SP,2017-04-26
536,Customer #536,Osasco,SP,2018-08-06
537,Customer #537,Braganca Paulista,SP,2018-03-02
538,Customer #538,Rio De Janeiro,RJ,2018-02-02
539,Customer #539,Barretos,SP,2018-06-09
540,Customer #540,Sao Paulo,SP,2017-01-27
