review_id,order_id,review_score,review_date
587,3412,5,2018-06-12
588,5005,4,2018-04-20
589,4973,5,2017-12-03
590,9401,5,2018-07-04
591,278,5,2017-05-30
592,4231,5,2018-05-17
593,7352,3,2017-03-22
594,909,5,2018-01-19
595,4886,5,2017-07-15
596,9140,5,2018-07-31
597,9349,4,2017-05-24
598,2929,5,2017-08-05
599,5113,5,2017-04-04
600,2624,4,2018-04-07
601,7632,3,2018-08-07
602,8379,5,2018-08-24
603,4108,4,2018-06-20
604,3258,4,2018-03-29
605,1646,4,2018-01-10
606,3077,5,2018-05-18
607,1069,4,2018-03-02
608,6152,5,2017-09-20
609,3426,5,2018-04-04
610,319,5,2018-04-27
611,711,5,2018-01-09
612,9868,5,2017-12-13
613,2370,5,2018-05-16
614,2346,5,2017-06-29
615,805,4,2017-11-08
616,2988,5,2017-02-14
617,1071,1,2018-08-10
618,6249,1,2018-04-26
619,3987,1,2017-02-25
620,2453,5,2017-09-28
621,6845,4,2018-06-07
622,3986,5,2018-01-27
623,7597,3,2018-06-21
624,9006,2,2018-07-14
625,2901,5,2018-02-02
626,3364,5,2018-02-15
627,562,5,2017-12-07
628,859,5,2018-02-17
629,7727,3,2017-05-17
630,5604,3,2018-02-17
631,5099,5,2018-08-29
632,2752,4,2018-01-09
633,2113,5,2018-07-25
634,2980,5,2017-03-31
635,6937,1,2018-02-01
636,2819,5,2018-05-04
637,1251,5,2017-02-07
638,747,2,2018-04-21
639,9948,4,2018-07-29
640,6905,1,2018-04-29
641,6827,5,2018-01-31
642,8567,5,2018-05-31
643,9856,4,2018-08-07
644,9484,5,2018-05-18
645,3966,5,2018-06-26
646,8764,5,2018-01-05
647,5667,4,2017-10-12
648,6320,4,2018-03-25
649,1266,5,2017-10-21
650,9982,2,2018-01-26
651,5641,5,2018-05-17
652,5651,3,2018-05-01
653,3459,5,2017-09-30
654,1879,4,2018-07-25
655,6454,5,2018-02-23
656,4425,3,2018-04-05
657,7344,5,2018-08-09
658,63,5,2018-05-04
659,4990,1,2018-05-31
660,4605,4,2017-07-03
661,7602,4,2017-07-27
662,5338,4,2017-10-06
663,3514,4,2018-04-17
664,5736,4,2018-03-07
665,6741,5,2017-03-28
666,8039,4,2018-03-08
667,5885,5,2018-02-17
668,1360,1,2018-08-08
669,3627,3,2017-05-25
670,6262,5,2017-11-29
671,7086,3,2018-03-14
672,5903,4,2018-06-12
673,2894,5,2018-03-29
674,7038,5,2017-10-18
675,5380,4,2018-06-08
676,547,4,2017-08-04
677,4565,5,2018-06-15
678,8109,5,2018-03-04
679,5889,5,2017-11-19
680,5048,5,2018-06-23
681,682,1,2017-12-10
682,4561,3,2017-09-22
683,4905,3,2018-04-18
684,1031,4,2018-02-12
685,1473,4,2017-04-01
686,3366,3,2017-12-09
687,2238,4,2017-10-27
688,4769,4,2017-12-06
689,4602,3,2018-05-24
690,576,2,2018-03-18
691,744,1,2018-08-25
692,4174,4,2018-02-20
693,6327,3,2018-04-11
694,3425,5,2018-07-05
695,9122,5,2018-04-24
696,3094,4,2017-08-11
697,1820,5,2017-05-30
698,5793,4,2018-01-05
699,44,1,2017-06-21
700,7679,4,2018-04-24
701,4901,5,2017-05-19
702,9455,4,2017-12-30
703,541,3,2018-01-04
704,5907,5,2017-10-09
705,6351,5,2018-06-27
706,1896,5,2017-08-02
707,2907,5,2017-12-08
708,1449,5,2018-04-21
709,8941,5,2018-02-18
710,7099,5,2017-09-22
711,2845,4,2017-08-09
712,1993,5,2017-06-13
713,8985,5,2018-06-16
714,9859,4,2017-12-29
715,4435,5,2017-10-24
716,2683,5,2018-05-26
717,3462,5,2018-01-18
718,9467,5,2018-01-27
719,1567,5,2018-07-24
720,3460,5,2017-06-17
721,3334,4,2018-04-07
722,3486,5,2017-11-01
723,7201,5,2018-08-24
724,8485,4,2017-12-28
725,4443,4,2017-11-01
726,6834,4,2018-08-07
727,1962,5,2018-05-18
728,8093,1,2018-06-09
729,2990,5,2018-06-08
730,6571,2,2017-11-15
731,6931,3,2017-05-18
732,5217,5,2018-04-19
733,3373,5,2017-02-21
734,9800,5,2018-07-09
735,6805,5,2018-07-15
736,786,3,2017-10-03
737,1189,4,2017-09-05
738,4018,4,2017-06-27
739,2145,4,2018-03-07
740,924,5,2018-03-13
741,1911,5,2017-07-07
742,4682,5,2018-05-10
743,1384,3,2018-04-06
744,3033,5,2017-09-22
745,8175,5,2017-11-15
746,7107,5,2017-05-16
747,4592,3,2018-04-13
748,1070,3,2018-03-29
749,398,5,2018-01-04
750,9650,5,2018-02-01
751,8743,5,2017-06-18
752,2851,5,2017-10-31
753,7484,5,2018-08-18
754,8417,5,2018-04-05
755,2263,5,2018-05-17
756,3433,1,2017-09-22
757,8695,4,2017-08-29
758,8310,5,2017-12-30
759,2895,5,2018-02-06
760,3898,5,2018-06-26
761,9149,5,2018-07-27
762,1215,5,2017-09-12
763,1093,4,2017-06-10
764,8160,5,2018-04-19
765,4023,5,2017-07-18
766,6568,5,2018-02-18
767,506,5,2018-01-16
768,6954,5,2017-08-29
769,482,4,2017-07-25
770,9456,4,2018-01-27
771,4633,5,2018-04-13
772,8707,5,2018-02-16
773,2744,4,2018-02-17
774,3754,5,2018-08-28
775,6554,5,2017-10-15
776,8192,5,2017-11-11
777,6383,5,2017-09-27
778,3179,4,2017-12-29
779,3690,2,2017-03-10
780,9585,5,2017-08-02
781,7878,1,2018-04-14
782,1146,5,2017-07-26
783,9235,5,2017-12-27
784,6822,3,2017-11-01
785,9260,5,2017-02-24
786,1049,3,2017-07-19
787,6244,5,2018-04-12
788,3931,4,2018-08-17
789,718,5,2018-04-17
790,1466,5,2018-08-21
791,5891,5,2018-04-14
792,7500,4,2018-02-16
793,5664,5,2018-06-19
794,6340,5,2017-10-05
795,3658,5,2017-12-06
796,3928,5,2018-03-29
797,4803,5,2018-04-14
798,1643,2,2018-08-01
799,8611,5,2018-07-01
800,450,4,2017-05-10
801,3111,4,2018-07-06
802,4486,5,2018-01-26
803,5728,5,2017-03-23
804,9727,3,2018-01-14
805,7215,5,2017-11-14
806,3152,3,2017-10-07
807,9952,5,2017-11-14
808,2034,5,2018-03-17
809,6517,4,2018-04-21
810,9955,4,2018-05-24
811,6657,5,2018-03-27
812,7404,5,2018-06-12
813,7006,5,2017-10-21
814,58,4,2018-07-24
815,2343,2,2018-05-04
816,6946,5,2018-05-26
817,2123,1,2018-07-24
818,9082,2,2018-02-06
819,3452,5,2017-11-15
820,9107,5,2018-08-15
821,8582,4,2018-07-26
822,214,5,2017-08-05
823,3540,4,2017-12-15
824,7721,4,2017-05-20
825,8128,1,2017-12-02
826,2687,4,2017-07-14
827,4131,5,2017-11-16
828,9217,3,2017-10-12
829,4417,5,2018-03-08
830,9428,5,2017-08-10
831,565,5,2018-07-18
832,548,5,2018-03-22
833,5017,5,2018-05-03
834,2570,5,2018-03-02
835,5830,5,2017-12-08
836,7292,4,2017-05-17
837,155,5,2018-06-20
838,7346,4,2018-08-02
839,2802,5,2018-07-06
840,1492,5,2017-07-22
841,9478,3,2017-05-30
842,8847,1,2018-02-08
843,4090,5,2018-08-22
844,9246,5,2017-03-28
845,2213,1,2018-03-22
846,5917,5,2017-08-18
847,8307,5,2018-08-29
848,9460,4,2018-01-09
849,8283,3,2017-03-18
850,4659,5,2018-05-08
851,2247,5,2018-04-26
852,5568,4,2018-04-21
853,5174,5,2018-04-06
854,6764,5,2017-11-30
855,6163,5,2017-05-26
856,1775,5,2018-08-18
857,5799,4,2017-09-16
858,584,3,2018-01-17
859,4908,3,2017-12-27
860,6195,5,2018-06-09
861,768,5,2017-04-09
862,1321,2,2017-12-01
863,3553,5,2017-12-05
864,6424,4,2017-08-13
865,6266,4,2018-08-29
866,5146,1,2017-12-13
867,8286,5,2017-09-17
868,2614,1,2017-12-06
869,413,4,2018-07-07
870,5070,5,2018-08-01
871,8667,1,2017-05-26
872,3313,5,2018-03-07
873,1639,5,2018-06-21
874,1097,1,2018-06-08
875,110,1,2018-08-28
876,7462,5,2018-05-12
877,6208,5,2017-08-03
878,5292,5,2018-04-26
879,1109,3,2018-05-19
880,802,4,2018-04-04
881,4994,4,2017-11-10
882,6867,1,2018-02-24
883,1689,5,2018-06-24
884,458,5,2017-02-09
885,9162,1,2017-10-08
886,1756,5,2017-12-07
887,7735,3,2018-03-01
888,9265,4,2018-03-21
889,931,4,2017-05-17
890,3733,5,2018-02-09
891,4424,5,2018-06-12
892,8708,5,2018-02-03
893,9195,4,2017-05-06
894,955,5,2017-08-04
895,6742,5,2017-10-17
896,9211,5,2018-03-17
897,498,5,2018-05-25
898,9780,4,2017-10-19
899,3773,3,2018-07-04
900,9529,4,2018-01-24
901,4737,5,2017-11-29
902,3965,5,2018-08-15
903,5768,3,2017-11-09
904,4354,5,2018-02-03
905,953,5,2018-08-04
906,6934,5,2018-03-01
907,4654,5,2018-08-02
908,3668,5,2018-02-02
909,5985,3,2018-06-28
910,2589,5,2018-07-01
911,7434,4,2017-09-15
912,1935,5,2017-12-30
913,7666,1,2018-03-25
914,4308,5,2017-12-05
915,4339,5,2017-06-07
916,7448,4,2017-02-04
917,4125,3,2018-04-06
918,4366,5,2018-07-31
919,6938,5,2017-06-30
920,2948,5,2018-03-28
921,1759,1,2017-06-07
922,5933,5,2017-09-20
923,7835,4,2018-08-25
924,6017,5,2017-06-21
925,1569,5,2017-10-03
926,5351,5,2018-03-27
927,9008,5,2017-09-26
928,470,5,2017-09-12
929,9493,1,2018-08-07
930,6635,5,2018-01-27
931,9887,5,2018-02-02
932,1923,5,2018-02-27
933,527,3,2017-02-22
934,1313,4,2018-08-02
935,2642,4,2018-04-13
936,166,5,2018-08-29
937,306,4,2017-10-14
938,7417,4,2018-07-01
939,8860,5,2017-11-26
940,4547,5,2017-10-26
941,4353,3,2018-05-20
942,7898,4,2018-06-20
943,1683,5,2018-08-12
944,1855,5,2018-08-14
945,4956,5,2017-09-12
946,1850,5,2018-07-04
947,8482,1,2017-12-30
948,6296,5,2018-05-16
949,4330,4,2017-06-20
950,7064,4,2017-11-01
951,1559,2,2017-12-22
952,8916,1,2017-10-11
953,5789,5,2018-06-26
954,4798,5,2017-05-26
955,4623,4,2017-10-14
956,2408,4,2017-09-30
957,7228,5,2017-07-13
958,8642,4,2018-04-01
959,9507,5,2018-02-24
960,7751,5,2017-11-05
961,8165,5,2018-08-01
962,4122,5,2018-07-07
963,8953,1,2018-04-12
964,122,5,2018-05-11
965,5061,5,2018-01-25
966,1488,4,2018-06-21
967,4326,5,2017-12-25
968,7130,5,2017-12-23
969,4818,5,2017-07-18
970,2520,5,2018-01-26
971,4964,5,2018-07-03
972,2124,3,2017-12-30
973,7820,5,2017-09-21
974,4076,5,2018-04-11
975,7273,4,2018-03-20
976,4064,5,2018-08-04
977,1179,5,2017-09-12
978,3192,5,2018-05-23
979,3551,4,2017-11-29
980,5628,5,2017-10-18
981,3288,5,2018-05-03
982,8459,5,2018-06-09
983,3059,3,2018-08-29
984,5239,3,2017-08-23
985,4761,1,2018-04-10
986,6659,4,2017-08-11
987,8705,5,2018-08-23
988,4270,5,2017-06-10
989,2985,5,2017-07-04
990,5761,3,2017-11-23
991,2196,2,2018-03-15
992,2128,5,2018-07-14
993,6305,5,2018-04-03
994,6810,3,2017-04-28
995,4940,5,2017-11-15
996,2620,4,2018-02-27
997,7750,1,2018-03-22
998,5615,5,2017-10-25
999,5702,5,2018-07-24
1000,9657,5,2018-02-01
1001,9173,4,2018-08-07
1002,2058,4,2017-07-04
1003,8689,5,2018-06-05
1004,3500,5,2017-11-30
1005,763,1,2018-03-21
