product_id,product_name,category,price
178,Auto Item #89005f,Auto,40.0
179,Bed Bath Table Item #0f8977,Bed Bath Table,164.9
180,Housewares Item #09ae71,Housewares,39.9
181,Cool Stuff Item #c76ce8,Cool Stuff,199.99
182,Uncategorized Item #ceeba7,Uncategorized,53.44
183,Garden Tools Item #70cc46,Garden Tools,39.9
184,Health Beauty Item #06ce9c,Health Beauty,92.0
185,Watches Gifts Item #31d6f0,Watches Gifts,35.0
186,Sports Leisure Item #995e25,Sports Leisure,49.99
187,Telephony Item #2756f8,Telephony,28.9
188,Small Appliances Home Oven And Coffee Item #56e04a,Small Appliances Home Oven And Coffee,38.6
189,Furniture Decor Item #1f8281,Furniture Decor,99.0
190,Fashion Bags Accessories Item #50571d,Fashion Bags Accessories,83.9
191,Uncategorized Item #7ce49c,Uncategorized,29.9
192,Sports Leisure Item #f110a8,Sports Leisure,411.0
193,Furniture Decor Item #c857b9,Furniture Decor,50.71
194,Food Drink Item #575e0e,Food Drink,25.99
195,Toys Item #d53b27,Toys,19.9
196,Agro Industry And Commerce Item #980ecb,Agro Industry And Commerce,23.0
197,Bed Bath Table Item #057229,Bed Bath Table,129.9
198,Toys Item #6d0723,Toys,38.0
199,Baby Item #7bcc81,Baby,48.9
200,Bed Bath Table Item #180470,Bed Bath Table,124.99
201,Furniture Decor Item #cabf8b,Furniture Decor,81.8
202,Watches Gifts Item #6bebe9,Watches Gifts,49.0
203,Computers Accessories Item #a8115d,Computers Accessories,34.57
204,Telephony Item #f0bc8f,Telephony,42.89
205,Telephony Item #29d769,Telephony,188.0
206,Stationery Item #d0688f,Stationery,59.0
207,Baby Item #ea44ca,Baby,51.14
208,Furniture Decor Item #f71c0f,Furniture Decor,99.44
209,Sports Leisure Item #0bd478,Sports Leisure,145.0
210,Costruction Tools Garden Item #9239c4,Costruction Tools Garden,29.45
211,Food Drink Item #90f972,Food Drink,119.9
212,Computers Accessories Item #f6bd73,Computers Accessories,70.49
213,Bed Bath Table Item #6ebdbc,Bed Bath Table,79.9
214,Toys Item #284473,Toys,69.99
215,Housewares Item #2ac7c9,Housewares,21.45
216,Bed Bath Table Item #d7205c,Bed Bath Table,8.99
217,Auto Item #d0fac7,Auto,49.9
218,Toys Item #31a2f4,Toys,145.36
219,Watches Gifts Item #ce776b,Watches Gifts,849.99
220,Sports Leisure Item #53d2c1,Sports Leisure,39.0
221,Telephony Item #a8d952,Telephony,21.99
222,Housewares Item #c9bf1f,Housewares,69.99
223,Furniture Decor Item #3c07c4,Furniture Decor,124.9
224,Perfumery Item #822c9a,Perfumery,254.45
225,Telephony Item #2cbd0f,Telephony,39.99
226,Furniture Decor Item #b520ba,Furniture Decor,34.99
227,Telephony Item #40f999,Telephony,19.9
228,Cool Stuff Item #893476,Cool Stuff,149.9
229,Cool Stuff Item #50f188,Cool Stuff,134.99
230,Bed Bath Table Item #6ef76b,Bed Bath Table,51.0
231,Drinks Item #06b4fb,Drinks,59.9
232,Sports Leisure Item #ebb87f,Sports Leisure,39.7
233,Watches Gifts Item #e94d9f,Watches Gifts,160.0
234,Toys Item #2bb3e8,Toys,335.9
235,Perfumery Item #a4c27c,Perfumery,289.9
236,Bed Bath Table Item #7736ea,Bed Bath Table,15.9
237,Bed Bath Table Item #2012a5,Bed Bath Table,55.0
238,Small Appliances Item #a4975e,Small Appliances,20.9
239,Luggage Accessories Item #694f7d,Luggage Accessories,69.0
240,Telephony Item #283f24,Telephony,19.9
241,Computers Accessories Item #7b1838,Computers Accessories,295.89
242,Computers Accessories Item #c702ae,Computers Accessories,25.3
243,Telephony Item #00de7f,Telephony,109.9
244,Computers Accessories Item #70906e,Computers Accessories,69.92
245,Housewares Item #cb8e28,Housewares,39.67
246,Consoles Games Item #794c86,Consoles Games,18.9
247,Fashion Shoes Item #f45d3b,Fashion Shoes,84.9
248,Signaling And Security Item #b7c082,Signaling And Security,86.5
249,Fixed Telephony Item #18bbb3,Fixed Telephony,125.0
250,Auto Item #360669,Auto,36.9
251,Cool Stuff Item #2944c2,Cool Stuff,31.0
252,Furniture Decor Item #962a69,Furniture Decor,75.0
253,Furniture Decor Item #ea13d5,Furniture Decor,150.78
254,Toys Item #72b253,Toys,13.9
255,Computers Accessories Item #7b85e3,Computers Accessories,30.21
256,Baby Item #6fd08d,Baby,39.9
257,Baby Item #1349eb,Baby,16.77
258,Drinks Item #0c9439,Drinks,284.99
259,Furniture Decor Item #a6a5c3,Furniture Decor,49.0
260,Computers Accessories Item #a9c07e,Computers Accessories,100.9
261,Stationery Item #f9677c,Stationery,9.0
262,Computers Accessories Item #f2886f,Computers Accessories,24.9
263,Health Beauty Item #fc13ba,Health Beauty,28.99
264,Telephony Item #a9e0a3,Telephony,15.9
265,Stationery Item #dcef0d,Stationery,73.0
266,Cool Stuff Item #bc2d63,Cool Stuff,629.0
267,Furniture Decor Item #d2f2c2,Furniture Decor,35.99
268,Baby Item #efd750,Baby,59.9
269,Housewares Item #54dca2,Housewares,17.0
270,Consoles Games Item #431dc1,Consoles Games,454.0
271,Home Appliances Item #0820af,Home Appliances,10.5
272,Pet Shop Item #57414a,Pet Shop,92.9
273,Toys Item #d48bac,Toys,42.9
274,Sports Leisure Item #8173ca,Sports Leisure,35.9
275,Garden Tools Item #8f7980,Garden Tools,16.9
276,Toys Item #06c38a,Toys,52.9
277,Health Beauty Item #5fb003,Health Beauty,199.0
278,Stationery Item #ec7255,Stationery,68.0
279,Electronics Item #afecbd,Electronics,49.99
280,Sports Leisure Item #b50c95,Sports Leisure,99.0
281,Telephony Item #cfa7ee,Telephony,12.5
282,Bed Bath Table Item #2a97cc,Bed Bath Table,89.9
283,Watches Gifts Item #57c936,Watches Gifts,999.99
284,Bed Bath Table Item #2145a2,Bed Bath Table,91.4
285,Housewares Item #d69675,Housewares,175.99
286,Bed Bath Table Item #ead307,Bed Bath Table,24.99
287,Bed Bath Table Item #ce3415,Bed Bath Table,47.9
288,Sports Leisure Item #a8fe47,Sports Leisure,72.9
289,Sports Leisure Item #10d196,Sports Leisure,24.9
290,Watches Gifts Item #6c321e,Watches Gifts,49.0
291,Construction Tools Construction Item #363a9f,Construction Tools Construction,990.0
292,Books Technical Item #173e9f,Books Technical,57.69
293,Baby Item #5d4291,Baby,240.0
294,Office Furniture Item #256c61,Office Furniture,116.94
295,Fashion Bags Accessories Item #b67902,Fashion Bags Accessories,29.9
296,Furniture Decor Item #9d395a,Furniture Decor,148.0
297,Toys Item #b14201,Toys,87.9
298,Bed Bath Table Item #b9cdd8,Bed Bath Table,116.59
299,Uncategorized Item #be59f0,Uncategorized,54.9
300,Home Appliances Item #8b703d,Home Appliances,159.0
301,Housewares Item #513530,Housewares,49.9
302,Perfumery Item #cc5447,Perfumery,121.48
303,Home Appliances Item #a8e9f8,Home Appliances,28.9
304,Bed Bath Table Item #166afe,Bed Bath Table,155.9
305,Cool Stuff Item #601a36,Cool Stuff,127.32
306,Bed Bath Table Item #02fcaa,Bed Bath Table,41.14
307,Health Beauty Item #c57c6b,Health Beauty,38.99
308,Market Place Item #cf1d8e,Market Place,30.0
309,Watches Gifts Item #cf40e5,Watches Gifts,1099.0
310,Garden Tools Item #06cd42,Garden Tools,1069.0
311,Fashion Shoes Item #7fb3f3,Fashion Shoes,27.9
312,Musical Instruments Item #1af890,Musical Instruments,108.9
313,Perfumery Item #63d912,Perfumery,49.9
314,Perfumery Item #eba748,Perfumery,198.45
315,Pet Shop Item #c76a2c,Pet Shop,159.99
316,Housewares Item #978859,Housewares,17.6
317,Auto Item #0d77de,Auto,21.9
318,Arts And Craftmanship Item #43506d,Arts And Craftmanship,238.0
319,Sports Leisure Item #efdf96,Sports Leisure,104.9
320,Sports Leisure Item #a7906a,Sports Leisure,929.0
321,Watches Gifts Item #fa05a3,Watches Gifts,69.9
322,Sports Leisure Item #a73636,Sports Leisure,115.32
323,Luggage Accessories Item #47b61a,Luggage Accessories,72.9
324,Stationery Item #917f0d,Stationery,45.9
325,Garden Tools Item #15151e,Garden Tools,2749.0
326,Office Furniture Item #c4e8d6,Office Furniture,99.96
327,Furniture Decor Item #9328c3,Furniture Decor,47.5
328,Sports Leisure Item #8f7ae8,Sports Leisure,167.68
329,Health Beauty Item #dfac75,Health Beauty,113.0
330,Cool Stuff Item #729834,Cool Stuff,99.9
331,Furniture Decor Item #01cf7c,Furniture Decor,20.32
332,Bed Bath Table Item #f9be8e,Bed Bath Table,153.0
333,Sports Leisure Item #72de34,Sports Leisure,42.39
334,Sports Leisure Item #82d579,Sports Leisure,19.15
335,Stationery Item #f33787,Stationery,598.0
336,Costruction Tools Garden Item #53c615,Costruction Tools Garden,28.45
337,Auto Item #c25202,Auto,319.9
338,Health Beauty Item #3f1a74,Health Beauty,14.9
339,Furniture Decor Item #96f8ec,Furniture Decor,64.9
340,Furniture Living Room Item #e27c4d,Furniture Living Room,103.97
341,Home Confort Item #42c99d,Home Confort,6.99
342,Sports Leisure Item #52e941,Sports Leisure,149.9
343,Musical Instruments Item #4241ea,Musical Instruments,39.9
344,Health Beauty Item #44a36a,Health Beauty,19.9
345,Fashion Shoes Item #2e8eb0,Fashion Shoes,84.9
346,Health Beauty Item #154e7e,Health Beauty,22.56
347,Home Confort Item #d6061f,Home Confort,69.9
348,Health Beauty Item #2535db,Health Beauty,18.5
349,Housewares Item #1169ec,Housewares,75.0
350,Baby Item #f1d4ce,Baby,174.9
351,Furniture Decor Item #1c059c,Furniture Decor,99.9
352,Bed Bath Table Item #ec7214,Bed Bath Table,34.99
353,Health Beauty Item #719d57,Health Beauty,64.96
354,Auto Item #45e967,Auto,49.9
355,Telephony Item #19db7c,Telephony,39.9
356,Housewares Item #865cf3,Housewares,18.99
357,Computers Accessories Item #8fbd36,Computers Accessories,32.9
358,Musical Instruments Item #0fd681,Musical Instruments,21.9
359,Furniture Decor Item #4c8b28,Furniture Decor,109.97
360,Cool Stuff Item #4f3192,Cool Stuff,699.0
361,Furniture Decor Item #3af4f5,Furniture Decor,229.0
362,Bed Bath Table Item #fd5c5a,Bed Bath Table,24.9
363,Cool Stuff Item #d91128,Cool Stuff,199.0
364,Pet Shop Item #c8b960,Pet Shop,41.0
365,Telephony Item #91421c,Telephony,121.5
366,Fixed Telephony Item #a8f690,Fixed Telephony,49.0
367,Health Beauty Item #9226bd,Health Beauty,42.3
368,Cool Stuff Item #8d8109,Cool Stuff,48.9
369,Baby Item #ad8371,Baby,128.8
370,Office Furniture Item #7dda94,Office Furniture,199.9
371,Books General Interest Item #1c33c7,Books General Interest,108.9
372,Furniture Decor Item #1393ee,Furniture Decor,165.0
373,Air Conditioning Item #a44832,Air Conditioning,187.9
374,Telephony Item #52e5fd,Telephony,37.87
375,Baby Item #3a21e6,Baby,49.9
376,Costruction Tools Tools Item #d19c5f,Costruction Tools Tools,220.0
377,Health Beauty Item #221682,Health Beauty,49.99
378,Toys Item #3dd08f,Toys,89.9
379,Construction Tools Construction Item #f020db,Construction Tools Construction,130.0
380,Health Beauty Item #25bd33,Health Beauty,119.9
381,Cool Stuff Item #f83c98,Cool Stuff,137.17
382,Furniture Decor Item #db7519,Furniture Decor,31.9
383,Health Beauty Item #e50d28,Health Beauty,42.3
384,Health Beauty Item #19c91e,Health Beauty,120.45
385,Fashion Bags Accessories Item #0d69c8,Fashion Bags Accessories,89.0
386,Sports Leisure Item #8d024e,Sports Leisure,158.75
387,Stationery Item #90ef67,Stationery,82.33
388,Auto Item #22e9d4,Auto,59.9
389,Bed Bath Table Item #086351,Bed Bath Table,132.45
390,Housewares Item #37933b,Housewares,83.3
391,Home Appliances Item #ea6659,Home Appliances,339.0
392,Bed Bath Table Item #ec2428,Bed Bath Table,61.9
393,Health Beauty Item #0d90fc,Health Beauty,57.9
394,Bed Bath Table Item #29fd90,Bed Bath Table,68.5
395,Bed Bath Table Item #11e701,Bed Bath Table,77.75
396,Sports Leisure Item #347426,Sports Leisure,859.0
397,Perfumery Item #c8666b,Perfumery,14.5
398,Housewares Item #4b4cf4,Housewares,29.9
399,Baby Item #c2fb73,Baby,123.3
400,Health Beauty Item #fe7d52,Health Beauty,49.99
401,Sports Leisure Item #8b6ed4,Sports Leisure,16.48
402,Bed Bath Table Item #b06e4d,Bed Bath Table,87.85
403,Watches Gifts Item #9d3084,Watches Gifts,579.9
404,Toys Item #83d199,Toys,69.99
405,Housewares Item #9bd556,Housewares,212.99
406,Garden Tools Item #e8726d,Garden Tools,32.99
407,Cool Stuff Item #cfd652,Cool Stuff,123.32
408,Health Beauty Item #d24583,Health Beauty,6.0
409,Perfumery Item #e691bd,Perfumery,19.9
410,Sports Leisure Item #03ba2b,Sports Leisure,50.4
411,Construction Tools Lights Item #26b2a4,Construction Tools Lights,100.0
412,Bed Bath Table Item #b570f2,Bed Bath Table,84.9
413,Garden Tools Item #e6afe5,Garden Tools,324.3
414,Consoles Games Item #efcb91,Consoles Games,21.52
415,Fashion Bags Accessories Item #7002de,Fashion Bags Accessories,74.58
416,Costruction Tools Tools Item #5e53af,Costruction Tools Tools,29.9
417,Electronics Item #08c816,Electronics,19.89
418,Furniture Decor Item #a66505,Furniture Decor,69.9
419,Consoles Games Item #46670e,Consoles Games,276.14
420,Stationery Item #6b7de8,Stationery,135.9
421,Sports Leisure Item #3c699d,Sports Leisure,16.0
422,Furniture Decor Item #572101,Furniture Decor,33.41
423,Bed Bath Table Item #9f7f46,Bed Bath Table,72.12
424,Watches Gifts Item #69523f,Watches Gifts,58.0
425,Toys Item #594bbf,Toys,39.9
426,Furniture Decor Item #59dcce,Furniture Decor,24.89
427,Health Beauty Item #282dca,Health Beauty,98.0
428,Auto Item #01880e,Auto,16.49
429,Bed Bath Table Item #da857f,Bed Bath Table,159.9
430,Home Construction Item #3a5618,Home Construction,140.0
431,Computers Item #a04087,Computers,634.5
432,Cool Stuff Item #094fbf,Cool Stuff,165.9
433,Books Technical Item #820969,Books Technical,99.9
434,Health Beauty Item #ede062,Health Beauty,29.9
435,Baby Item #dd4c3b,Baby,29.9
436,Housewares Item #41801d,Housewares,59.9
437,Bed Bath Table Item #a537bc,Bed Bath Table,160.0
438,Telephony Item #772557,Telephony,26.99
439,Office Furniture Item #0352f2,Office Furniture,229.99
440,Housewares Item #5b3935,Housewares,34.9
441,Sports Leisure Item #3c0410,Sports Leisure,149.9
442,Construction Tools Lights Item #783caa,Construction Tools Lights,29.0
443,Furniture Decor Item #257726,Furniture Decor,49.0
444,Uncategorized Item #8d3367,Uncategorized,25.0
445,Toys Item #4df96b,Toys,22.5
446,Health Beauty Item #229e0a,Health Beauty,124.9
447,Telephony Item #920efa,Telephony,28.99
448,Toys Item #c6548f,Toys,25.73
449,Bed Bath Table Item #d31ef0,Bed Bath Table,159.9
450,Housewares Item #e4b460,Housewares,38.0
451,Furniture Decor Item #456309,Furniture Decor,18.9
452,Electronics Item #3f0376,Electronics,15.0
453,Housewares Item #07e00c,Housewares,31.98
454,Fashion Shoes Item #d75e2e,Fashion Shoes,87.5
455,Telephony Item #dca18a,Telephony,31.89
456,Electronics Item #680307,Electronics,19.9
457,Sports Leisure Item #6f36d8,Sports Leisure,22.8
458,Luggage Accessories Item #1efe84,Luggage Accessories,249.0
459,Books General Interest Item #121b5f,Books General Interest,15.0
460,Baby Item #7f4e03,Baby,48.9
461,Computers Accessories Item #88dd63,Computers Accessories,34.99
462,Bed Bath Table Item #1491a8,Bed Bath Table,210.0
463,Auto Item #08bc54,Auto,167.0
464,Pet Shop Item #56a59e,Pet Shop,168.0
465,Computers Accessories Item #6bc8da,Computers Accessories,187.0
466,Housewares Item #1e618d,Housewares,129.0
467,Bed Bath Table Item #60a82b,Bed Bath Table,25.5
468,Cool Stuff Item #9cfb95,Cool Stuff,199.99
469,Bed Bath Table Item #476b6d,Bed Bath Table,105.2
470,Cool Stuff Item #e672fb,Cool Stuff,129.99
471,Christmas Supplies Item #0dd11f,Christmas Supplies,8.99
472,Perfumery Item #3abefa,Perfumery,49.9
473,Watches Gifts Item #890026,Watches Gifts,357.0
474,Health Beauty Item #d585c5,Health Beauty,69.99
475,Garden Tools Item #aa95be,Garden Tools,33.41
476,Stationery Item #e84997,Stationery,127.3
477,Furniture Decor Item #158102,Furniture Decor,17.9
478,Watches Gifts Item #0f9dbd,Watches Gifts,164.9
479,Market Place Item #8d1cfc,Market Place,62.8
480,Pet Shop Item #4e5dc4,Pet Shop,103.0
481,Office Furniture Item #15529b,Office Furniture,79.99
482,Computers Accessories Item #ca86b9,Computers Accessories,349.0
483,Baby Item #858da7,Baby,109.15
484,Stationery Item #461ad7,Stationery,34.0
485,Bed Bath Table Item #3cc4b4,Bed Bath Table,99.9
486,Watches Gifts Item #b944a9,Watches Gifts,239.0
487,Furniture Decor Item #78efe8,Furniture Decor,97.4
488,Bed Bath Table Item #31c1d1,Bed Bath Table,24.9
489,Cool Stuff Item #3685c6,Cool Stuff,11.99
490,Housewares Item #16ed6a,Housewares,95.85
491,Health Beauty Item #b75657,Health Beauty,10.99
492,Musical Instruments Item #7bdb28,Musical Instruments,59.9
493,Health Beauty Item #0b349a,Health Beauty,109.9
494,Garden Tools Item #24a8de,Garden Tools,179.0
495,Auto Item #55782c,Auto,183.4
496,Sports Leisure Item #d5b496,Sports Leisure,69.9
497,Toys Item #1a9d56,Toys,99.99
498,Health Beauty Item #ecd4ec,Health Beauty,58.5
499,Housewares Item #00b415,Housewares,94.0
500,Perfumery Item #82cef1,Perfumery,189.0
501,Garden Tools Item #6ed222,Garden Tools,22.99
502,Bed Bath Table Item #588ec3,Bed Bath Table,59.97
503,Telephony Item #cdd4ca,Telephony,89.9
504,Consoles Games Item #ac3bf6,Consoles Games,5.18
505,Bed Bath Table Item #9f7b48,Bed Bath Table,59.9
506,Auto Item #922efd,Auto,129.2
507,Toys Item #ceb25e,Toys,57.99
508,Health Beauty Item #077599,Health Beauty,125.02
509,Toys Item #eb7172,Toys,44.95
510,Sports Leisure Item #32aeec,Sports Leisure,119.3
511,Furniture Decor Item #a695ab,Furniture Decor,44.87
512,Bed Bath Table Item #96d1c0,Bed Bath Table,62.0
513,Furniture Decor Item #62509b,Furniture Decor,59.99
